__str__,video_type,id,title,description,access_tier,access_reason,access_expiry,length,max_resolution,season,episode_number,creation_date,update_date,live_start_date,live_end_date,is_live,is_featured,location_file,location_folder,thumbnail_image,episode_image,feature_image,available_regions,maturity_rating,is_kids,genre,lead_roles,guest_roles,directors,contract,trailer_movie,trailer_season,content_type,object_id,airtable_record,sync_status,tags,organizations,Reason for Deleting
The Gaither Gospel Hour :: 1 :: Best Of Ivan Parker,Episode,24681,Best Of Ivan Parker,"Ivan Parker is among the best-loved artists in gospel music. His contagious warmth and genuine love for gospel music gives every song he sings a unique personal touch that's all his own. Now, through this rare video experience hosted by Bill Gaither, Ivan's greatest performances from the Homecoming video series are mingled with never-before-seen footage, family photos and intimate conversations with Ivan about life, music and his enduring faith. The Best Of Ivan Parker features the songs you love to hear him sing and the reasons why he sings them, creating a keepsake that gospel music lovers will cherish for many years to come.",2_PREMIUM,,,57:30,1080,The Gaither Gospel Hour :: 1,242,2023-11-28 12:01,2024-08-14 12:02,2023-11-26 00:00,2024-08-13 00:00,,,TGHH_BEST_OF_IVAN_PARKER,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_BEST_OF_IVAN_PARKER.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,rec1XScpm1966bD5n,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Brotherly Love,Episode,24790,Brotherly Love,"Individually Jimmy Fortune, Ben Isaacs, Bradley Walker and Mike Rogers are some of country and gospel music’s most respected singers and musicians.  Recording together these award-winning talents have created a masterpiece with their debut recording.  Performing a selection of classics, their seamless blends and intricate arrangements set a high bar musically, showcasing warm, inviting harmonies that mirror their long-time friendships.",2_PREMIUM,,,57:30,1080,The Gaither Gospel Hour :: 1,243,2023-12-05 12:01,2024-08-14 12:02,2023-12-02 00:00,2024-08-13 00:00,,,TGHH_BROTHERLY_LOVE,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_BROTHERLY_LOVE.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recXnAmpRKwqabyBz,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: David Phelps Classic,Episode,24800,David Phelps Classic,"Through live concert footage and interviews with David Phelps and Bill Gaither, this world-class musician brings his one-of-a-kind interpretation to a variety of classical selections, beloved hymns and inspirational favorites.",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,244,2023-12-05 12:01,2024-08-14 12:02,2023-12-03 10:38,2024-08-13 00:00,,,TGHH_DAVID_PHELPS_CLASSICS,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_DAVID_PHELPS_CLASSICS.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recSmsfCE0rB3Rw9u,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Cathedrals A Farewell Celebration ,Episode,25017,Cathedrals A Farewell Celebration ,"""The Cathedrals: A Farewell Celebration"" captures this legendary group during one of their finest - and most emotional - hours. This video was taped at a live concert in the Ryman Auditorium on the Nashville stop of the group's 1999 farewell tour. The farewell celebration, hosted by Bill Gaither, attracted some of the biggest names in gospel music. Shown paying musical tribute to the Cathedrals are the Statler Brothers, the Oak Ridge Boys, Sandi Patty, Guy Penrod and others.",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,252,2023-12-25 12:01,2024-08-14 12:02,2023-12-31 00:00,2024-08-13 00:00,,,TGHH_CATHEDRALS_FAREWELL,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_CATHEDRALS_FAREWELL.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,rec00uqDaMkkwvq0S,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Christmas A Time For Joy,Episode,24879,Christmas A Time For Joy,"""Christmas...A Time For Joy,"" captures a live Homecoming concert featuring traditional Christmas favorites, along with some new Gaither Christmas songs! This is a DVD to share with your holiday visitors! With songs of the season, stories from the heart, and plenty of holiday humor, there's something here for the entire family.",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,246,2023-12-12 12:01,2024-08-14 12:02,2023-12-10 00:00,2024-08-13 00:00,,,TGHH_CHRISTMAS_A_TIME_FOR_JOY,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_CHRISTMAS_A_TIME_FOR_JOY.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,rechS6uoYwCbUagXg,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Guy Penrod: Hymns & Worship LIVE,Episode,25018,Guy Penrod: Hymns & Worship LIVE,"Known and loved for his heartfelt, country gospel style and powerhouse vocals, this former Gaither Vocal Band member has created a collection of some of today’s most popular hymns and worship songs, including “Amazing Grace,” “The Old Rugged Cross,” “Shout To The Lord” and many more classic and contemporary favorites. Performed LIVE at Thomas Road Baptist Church, this all-new release showcases the talent and charisma that have made Guy a fan favorite in the gospel and country music formats.",2_PREMIUM,,,57:30,1080,The Gaither Gospel Hour :: 1,251,2023-12-25 12:01,2024-08-14 12:02,2023-12-30 00:00,2024-08-13 00:00,,,TGHH_GUY_PENROD_HYMNS,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_GUY_PENROD_HYMNS.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,rec8CNDrzDtSZkfvF,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Gaither Vocal Band: All Heaven And Nature Sing,Episode,25019,Gaither Vocal Band: All Heaven And Nature Sing,"Two-time GRAMMY Award winners and Gospel Music Hall of Fame members the Gaither Vocal Band ring in the holidays with joyful harmonies and signature style performing Christmas classics ""Away in a Manger,"" ""Silver Bells"" and ""White Christmas."" Featuring uplifting arrangements as well as new seasonal melodies, this collection reminds us of the eternal song of hope as all heaven and nature sing and celebrate the birth of the Savior and the unconditional love of the Father.
",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,249,2023-12-25 12:01,2025-04-29 12:04,2023-12-23 00:00,2025-04-23 08:50,,,TGHH_GVB_ALL_HEAVEN_SING,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_GVB_ALL_HEAVEN_SING.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recpSdh2cJMPCSxDy,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Josh Turner: King Size Manger,Episode,24880,Josh Turner: King Size Manger,"Multi-platinum-selling recording artist Josh Turner heralds in the holiday season with his first Christmas DVD. King Size Manger showcases Turner’s unmistakable baritone voice performing new songs as well as nostalgic classics including “Silent Night, Holy Night” and “Joy to the World.” Hosted by Lorianne Crook and Charlie Chase, this concert features an intimate interview and performances by the Turner family and collaborations with special guests Pat McLaughlin, Rhonda Vincent and more.",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,245,2023-12-12 12:01,2024-08-14 12:02,2023-12-09 00:00,2024-08-13 00:00,,,TGHH_JOSH_TURNER_KING_SIZE_MANGER,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_JOSH_TURNER_KING_SIZE_MANGER.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,rec4nPi3JfucrHjdz,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: A Tribute To Howard And Vestal Goodman,Episode,24956,A Tribute To Howard And Vestal Goodman,"From their early days spreading the Good News through music at all-night singings and campmeeting-revivals in the 1960's, to their reign as gospel music icons in the new millennium, Howard and Vestal Goodman will forever be remembered as pioneers and unquenchable spirits whose music spread hope and joy like wildfire wherever they went. Though Howard and Vestal are gone, their passion lives on. This video tribute honors the music and the legacy of these two warriors of the faith and celebrates the lasting contribution they have made to the world of gospel music.",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,248,2023-12-19 12:01,2024-08-14 12:02,2023-12-16 00:00,2024-08-13 00:00,,,TGHH_TRIBUTE_TO_HOWARD_VESTAL_GOODMAN,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_TRIBUTE_TO_HOWARD_VESTAL_GOODMAN.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recu3GfYdmUUOLrWx,DELETE,genre:music series,Corco+,Duplicated
Joyce Meyer Ministries - Enjoying Everyday Life :: 7 :: ,Episode,,,,,,,,1080,Joyce Meyer Ministries - Enjoying Everyday Life :: 7,,,,2023-12-21 00:00,,,,JMMEEL_1579_CAN_4_12212023cc_Legalized,JoyceMeyer/2023/2023.12,,https://images.corcoplus.com/TvShows/JoyceMeyer/2023/2023.12/JMMEEL_1579_CAN_4_12212023cc_Legalized.jpg,https://images.corcoplus.com/TvShows/JoyceMeyer/JMMEEL_648x364.jpg,,,,,,,,,,,,,recynmyXAeMSckV0l,DELETE,genre:teaching series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Christmas In The Country ,Episode,25072,Christmas In The Country ,"The Homecoming Friends recall Christmases long, long ago, while showcasing familiar Christmas Carols and new Gaither-penned songs like ""Come And See What's Happenin'."" The Old Friends Quartet fronted by Jake Hess and George Younce makes its debut, and Bill pays tribute to the pioneers of Southern Gospel music. ""What A Wonderful World,"" performed by Russ Taff, is dedicated to the memory of Homecoming regular Bob Cain.",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,250,2024-01-03 12:01,2024-08-14 12:02,2023-12-24 00:00,2024-08-13 00:00,,,TGHH_CHRISTMAS_IN_THE_COUNTRY,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_CHRISTMAS_IN_THE_COUNTRY.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recuBJHgHuqTuJNd7,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Best Of The Booth Brothers,Episode,25223,Best Of The Booth Brothers,"Woven into this musical scrapbook are never-before-seen interviews with Michael Booth, Ronnie Booth and Jim Brady. With heart and humor, this video keepsake offers an unprecedented glimpse into the lives, the souls and the musical journey of The Booth Brothers.",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,253,2024-01-11 22:16,2024-08-14 12:02,2024-01-06 00:00,2024-08-13 00:00,,,TGHH_BEST_OF_THE_BOOTH_BROTHERS,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_BEST_OF_THE_BOOTH_BROTHERS.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recXjRx97AQc0DW1D,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Bill Gaither: Some Things I Need to Say,Episode,25224,Bill Gaither: Some Things I Need to Say,"Gospel Music Hall of Famers and Christian Songwriters of the Century, Bill and Gloria Gaither have penned hundreds of songs that have impacted countless lives around the world for decades. This special DVD collection captures some of the timeless lyrics most meaningful personally to this beloved couple. Featuring classic hits and cherished gems that have sustained them along life’s way, Things I Need to Say offers morsels of truth that will inspire generations to come.",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,254,2024-01-11 22:16,2024-08-14 12:02,2024-01-07 00:00,2024-08-13 00:00,,,TGHH_BILL_GAITHER_SOME_THINGS,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_BILL_GAITHER_SOME_THINGS.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recSuAJ887TkpZVjk,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: CCM United: We Will Stand,Episode,25430,CCM United: We Will Stand,"Experience the concert of a lifetime and celebrate the impact 40 years of contemporary Christian music has had on millions of listeners around the world. Artists including Amy Grant, Michael W. Smith, Steven Curtis Chapman, Sandi Patty, Larnelle Harris, The Imperials, Newsboys, Petra, 4HIM, Nicole C. Mullen and many more reunited for a night of music on stage, hosted by Mark Harris and Jaci Valasquez, capturing 45 hit songs from the past four decades and behind-the-scenes interviews.",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,257,2024-01-23 12:00,2024-08-14 12:02,2024-01-20 00:00,2024-08-13 00:00,,,TGHH_CCM_UNITED,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_CCM_UNITED.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recvzEr04mcgS7TP4,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Cliff Barrows:  Celebrating The Music of the Billy Graham Crusades,Episode,24969,Cliff Barrows:  Celebrating The Music of the Billy Graham Crusades,"One of the most recognized choir directors and vocalists of our time, Cliff Barrows has been heard and seen on platforms and across radio and television airwaves since 1945. His direction and leadership have been a hallmark of the Bill Graham Crusades, and his messages in song have been an encouragement to choirs and comfort to audiences around the world. This collection features an historic interview with Bill Gaither and contains special performances from Mr. Barrows and vocal appearances by George Beverly Shea, Andre Crouch, the Gaither Vocal Band and many more.",2_PREMIUM,,,57:30,1080,The Gaither Gospel Hour :: 1,247,2023-12-19 12:01,2024-08-14 12:02,2023-12-16 00:00,2024-08-13 00:00,,,TGHH_CLIFF_BARROWS,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_CLIFF_BARROWS.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recCgAU2NkacY3XB9,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: George Beverly Shea: Then Sings My Soul,Episode,25282,George Beverly Shea: Then Sings My Soul,"George Beverly Shea's deep resonant voice has sung hope into the lives of hundreds of millions of people throughout his long and legendary career. Throughout his 65-year friendship with Billy Graham, he has been a permanent fixture at Billy Graham Crusades in all 50 states and on every continent in the world. He has sung to an estimated 220 million people during his lifetime, and currently holds the world record for singing to more people in person than any other artist. It is clear to see that the integrity and humility that have long characterized this man of God have given a unique credibility to all that he stands for, and that kind of legacy is nothing short of extraordinary.
Audio is not a soundtrack of the video.",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,256,2024-01-15 22:42,2024-08-14 12:02,2024-01-14 00:00,2024-08-13 00:00,,,TGHH_GEORGE_BEVERLY_SHEA_THEN_SINGS_MY_SOUL,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_GEORGE_BEVERLY_SHEA_THEN_SINGS_MY_SOUL.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recO4GbzNpCikRUCk,DELETE,genre:music series,Corco+,Duplicated
Faith Life Church :: 2 :: ,Episode,,,,,,,,1080,Faith Life Church :: 2,,,,2024-01-14 00:00,,,,FLC_24-01-14,FaithLifeChurch/2024,,https://images.corcoplus.com/TvShows/FaithLifeChurch/FLC_24-01-14.jpg,https://images.corcoplus.com/TvShows/FaithLifeChurch/FLC_648x364.jpg,,,,,,,,,,,,,reckoQKSTjcv30bm8,DELETE,genre:teaching series,Corco+,Duplicated
Changing Your World with Creflo Dollar :: 7 :: ,Episode,,,"Join the dynamic leadership and teaching of Dr. Creflo and Taffi Dollar on the Changing Your World program. This cutting-edge media ministry is committed to stretching its global reach with programming that ministers to people from all walks of life, so they are empowered to change their circumstances and their lives.",2_PREMIUM,,,,1080,Changing Your World with Creflo Dollar :: 7,,,,2024-01-19 00:00,2024-05-19 00:00,,,CDM_CD0124_19,CrefloDollar/2024/2024.01,,https://images.corcoplus.com/TvShows/CrefloDollar/2024/2024.01/CDM_CD0124_19.jpg,https://images.corcoplus.com/TvShows/CrefloDollar/CrefloDollar_648x364.jpg,,,,,,,,,,,,,recJifK56fUBBhgis,DELETE,"topic:god's word,genre:teaching series",Corco+,Duplicated
Jewish Voice :: 4 :: ,Episode,,,,,,,28:29,1080,Jewish Voice :: 4,,,,2024-01-15 00:00,,,,JV_TV2403,JewishVoice/2024,,https://images.corcoplus.com/TvShows/JewishVoice/2024/JV_TV2403.jpg,https://images.corcoplus.com/TvShows/JewishVoice/JV_648x364.jpg,,,,,Jonathan Bernis,,,,,,,,recrGgQxBkBmmQ7sr,DELETE,"topic:god's word,genre:talk show series",Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: The Best Of Lynda Randle,Episode,25649,The Best Of Lynda Randle,"A wonderful video, featuring Lynda Randle highlights from the Homecoming video series, shows why the soulful, solo artist is a Homecoming favorite. Lynda shares her testimony in an intimate interview with Gloria Gaither and joins brother Michael Tait and Toby McKeehan, both of dc Talk fame, for a chat around the family table.",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,262,2024-02-06 12:00,2024-08-14 12:02,2024-02-04 00:00,2024-08-13 00:00,,,TGHH_BEST_OF_LYNDA_RANDLE,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_BEST_OF_LYNDA_RANDLE.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recx1etcGhH4w5cD7,DELETE,genre:music series,Corco+,Duplicated
The Gaither Gospel Hour :: 1 :: Bill Gaithers Country Gospel Favorites,Episode,25452,Bill Gaithers Country Gospel Favorites,"Enjoy performances from some of country music's most acclaimed artists with this new release featuring some of Bill Gaither's favorite moments alongside country gospel recording artists who have shared the stage with the HOMECOMING family of artists. Household names such as the Oak Ridge Boys, George Jones, Ronnie Milsap, the Statler Brothers and more deliver powerhouse gospel songs with their signature twang and a whole lot of heart. Whether it's up-and-coming singers like the duo Joey+Rory or longtime legends including Brenda Lee and Jimmy Dean, you'll enjoy these special moments and popular tunes sung only as these down-home folks can sing them!",2_PREMIUM,,,57:29,1080,The Gaither Gospel Hour :: 1,258,2024-01-23 12:01,2024-08-14 12:02,2024-01-21 00:00,2024-08-13 00:00,,,TGHH_BILLS_COUNTRY_GOSPEL_FAVES,GaitherHomecoming,,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_BILLS_COUNTRY_GOSPEL_FAVES.jpg,https://images.corcoplus.com/TvShows/GaitherHomecoming/TGHH_648x364.jpg,,,,,,,,,,,,,recbryKmWKmNtxYuj,DELETE,genre:music series,Corco+,Duplicated
